Version, 17.03
Date, 2017-11-08
Time, 08h35
Force Threshold, Label1, Kidney, 0.1
Force Threshold, Label2, Stone1, 3.40282e+038
Force Threshold, Label3, Stone2, 3.40282e+038
Number of materials, 3
Number of targets, 0
Time(s), InstrumentLeftHand, LeftSwitch, LeftKnob, ForceFeedbackLeftHand, CumTimeLeftForceOverThreshold_label1_Kidney, CumTimeLeftForceOverThreshold_label2_Stone1, CumTimeLeftForceOverThreshold_label3_Stone2, Label1_Kidney_TouchedByLeft, Label2_Stone1_TouchedByLeft, Label3_Stone2_TouchedByLeft, TranslationLeft_x,TranslationLeft_y,TranslationLeft_z, quatLeft_x,quatLeft_y,quatLeft_z, quatLeft_w, InstrumentRightHand, RightSwitch, RightKnob, ForceFeedbackRightHand, CumTimeRightForceOverThreshold_label1_Kidney, CumTimeRightForceOverThreshold_label2_Stone1, CumTimeRightForceOverThreshold_label3_Stone2, Label1_Kidney_TouchedByRight, Label2_Stone1_TouchedByRight, Label3_Stone2_TouchedByRight, TranslationRight_x,TranslationRight_y,TranslationRight_z, quatRight_x,quatRight_y,quatRight_z,quatRight_w,BloodEmittedFrame,BloodCurrentFrame, TotalBloodEmitted, TotalWhiteFibreCut, TotalArteriesFibreCut, TotalVeinsFibreCut, TotalTargetFibreCut, Volume_ofLabel1_Kidney, Volume_ofLabel2_Stone1, Volume_ofLabel3_Stone2
0.0197942 , NephroscopeWithOneChannel , 0 , 0.130987 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -16.7225 , -8.09185 , 218.307 , -0.0677392 , -0.0325139 , -0.0134225 , 0.997083 , NephroGrasper , 1 , 0.711632 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -20.4195 , -2.23473 , 275.516 , -0.0749988 , -0.00583199 , 0.348165 , 0.93441 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
0.0408023 , NephroscopeWithOneChannel , 0 , 0.130987 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -16.7104 , -8.11509 , 218.149 , -0.06725 , -0.0305729 , -0.0119529 , 0.997196 , NephroGrasper , 1 , 0.711632 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -20.1985 , -2.3192 , 275.416 , -0.0738208 , -0.00440864 , 0.347444 , 0.93478 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
0.060096 , NephroscopeWithOneChannel , 0 , 0.130987 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -16.7059 , -8.12437 , 218.079 , -0.0670953 , -0.0284347 , -0.0097847 , 0.997293 , NephroGrasper , 1 , 0.711632 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -19.9624 , -2.35634 , 275.407 , -0.0728518 , -0.00280541 , 0.345769 , 0.935483 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
0.0799364 , NephroscopeWithOneChannel , 0 , 0.131965 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -16.6954 , -8.15239 , 217.864 , -0.0668584 , -0.0265717 , -0.0086395 , 0.997371 , NephroGrasper , 1 , 0.711632 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -19.7379 , -2.40951 , 275.266 , -0.0719386 , -0.00131812 , 0.344032 , 0.936197 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
0.100064 , NephroscopeWithOneChannel , 0 , 0.131965 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -16.6495 , -8.26956 , 217.04 , -0.0653032 , -0.0254088 , -0.00853995 , 0.997505 , NephroGrasper , 0 , 0.711632 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -19.5893 , -2.60718 , 274.649 , -0.0706539 , -0.000757369 , 0.343567 , 0.936466 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
0.119994 , NephroscopeWithOneChannel , 0 , 0.131965 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -16.5664 , -8.48659 , 215.379 , -0.0616783 , -0.0261476 , -0.00852502 , 0.997717 , NephroGrasper , 0 , 0.71261 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -19.5161 , -2.9166 , 273.5 , -0.0693139 , -0.00113874 , 0.343469 , 0.936602 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
0.139966 , NephroscopeWithOneChannel , 0 , 0.131965 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -16.4419 , -8.78164 , 212.984 , -0.0608691 , -0.0263549 , -0.00860427 , 0.997761 , NephroGrasper , 0 , 0.71261 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -19.4703 , -3.30672 , 271.83 , -0.0679754 , -0.00209063 , 0.342468 , 0.937065 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
0.160441 , NephroscopeWithOneChannel , 0 , 0.130987 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -16.3 , -9.11614 , 210.225 , -0.0589192 , -0.026432 , -0.00864757 , 0.997875 , NephroGrasper , 0 , 0.710655 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -19.4086 , -3.75814 , 269.956 , -0.0662183 , -0.00315559 , 0.3411 , 0.937686 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
0.179709 , NephroscopeWithOneChannel , 0 , 0.130987 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -16.1565 , -9.41586 , 207.53 , -0.0578562 , -0.0268225 , -0.00871717 , 0.997926 , NephroGrasper , 0 , 0.711632 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -19.3898 , -4.16259 , 268.422 , -0.0644799 , -0.00444874 , 0.340446 , 0.93804 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
0.19963 , NephroscopeWithOneChannel , 0 , 0.130987 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -16.0292 , -9.62996 , 205.451 , -0.057371 , -0.0272496 , -0.00833194 , 0.997946 , NephroGrasper , 0 , 0.711632 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -19.4476 , -4.32353 , 268.348 , -0.0632942 , -0.00550837 , 0.340685 , 0.938029 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
0.21972 , NephroscopeWithOneChannel , 0 , 0.130987 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -15.9513 , -9.776 , 204.033 , -0.0562233 , -0.028025 , -0.0080004 , 0.997993 , NephroGrasper , 0 , 0.711632 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -19.4793 , -4.39988 , 268.37 , -0.0626462 , -0.00598729 , 0.342134 , 0.937541 , 0 , 0 , 0 ,  0 ,  0 ,  0 ,  0 ,  58.324 , 0.0502879 , 0.029682 , 
